ym:pv:watchID,ym:pv:URL,ym:pv:dateTime,version
6.730906446709394e+17,https://priem.mai.ru/news/item.php?id=177111,2024-02-18 20:13:57,v2
6.740902433579337e+17,https://priem.mai.ru/bachelor/programs/?city=Москва&fac=economics,2024-02-18 21:17:30,v2
6.740943083124819e+17,https://priem.mai.ru/bachelor/programs/?city=Москва&fac=economics,2024-02-18 21:17:45,v2
6.74099851691557e+17,"https://priem.mai.ru/bachelor/programs/?level=Базовое высшее образование (5,5 лет)&city=Москва&fac=engines",2024-02-18 21:18:06,v2
6.741040093103392e+17,"https://priem.mai.ru/bachelor/programs/?level=Базовое высшее образование (5,5 лет)&city=Москва&fac=engines",2024-02-18 21:18:22,v2
6.750483336569816e+17,"https://priem.mai.ru/bachelor/programs/?level=Базовое высшее образование (5,5 лет)&city=Москва&fac=engines",2024-02-18 22:18:25,v2
6.75052444321317e+17,"https://priem.mai.ru/bachelor/programs/?level=Базовое высшее образование (5,5 лет)&city=Москва&fac=engines",2024-02-18 22:18:40,v2
6.736702620156567e+17,https://priem.mai.ru/,2024-02-18 20:50:48,v2
6.736732232322915e+17,https://priem.mai.ru/articles/item.php?id=172289,2024-02-18 20:50:59,v2
6.736743170622095e+17,https://priem.mai.ru/,2024-02-18 20:51:03,v2
6.736771143287441e+17,https://priem.mai.ru/articles/item.php?id=172289,2024-02-18 20:51:14,v2
6.736960157793651e+17,https://lk.mai.ru/,2024-02-18 20:52:26,v2
5.218103797250261e+18,https://priem.mai.ru/,2024-09-06 12:18:06,v2
5.218106244597547e+18,https://priem.mai.ru/spec/programs/,2024-09-06 12:18:15,v2
5.218110188358205e+18,https://priem.mai.ru/spec/programs/,2024-09-06 12:18:30,v2
5.220133082351796e+18,https://priem.mai.ru/base/tests/,2024-09-06 14:27:07,v2
5.217827892480442e+18,https://priem.mai.ru/,2024-09-06 12:00:33,v2
5.217832977786733e+18,https://priem.mai.ru/,2024-09-06 12:00:53,v2
5.217833225339535e+18,https://priem.mai.ru/mega/,2024-09-06 12:00:54,v2
5.217855603965166e+18,https://priem.mai.ru/mega/humanities/,2024-09-06 12:02:19,v2
5.217862587260338e+18,https://priem.mai.ru/mega/,2024-09-06 12:02:46,v2
5.217865509858443e+18,https://priem.mai.ru/mega/maths/,2024-09-06 12:02:57,v2
5.21786943496677e+18,https://priem.mai.ru/mega/maths/,2024-09-06 12:03:12,v2
5.217872916230177e+18,https://priem.mai.ru/mega/,2024-09-06 12:03:25,v2
5.217927703040885e+18,https://priem.mai.ru/mega/humanities/,2024-09-06 12:06:54,v2
5.217929642378265e+18,https://priem.mai.ru/base/programs/?mega=Управленческо-экономические и лингвистические направления&city=Москва,2024-09-06 12:07:01,v2
5.217944254778704e+18,https://priem.mai.ru/mega/,2024-09-06 12:07:57,v2
5.217945264110174e+18,https://priem.mai.ru/mega/maths/,2024-09-06 12:08:01,v2
5.217947272547926e+18,https://priem.mai.ru/base/programs/?mega=Компьютерные науки и прикладная математика&city=Москва,2024-09-06 12:08:09,v2
5.219088616706802e+18,https://priem.mai.ru/base/programs/?mega=Компьютерные науки и прикладная математика&city=Москва,2024-09-06 13:20:43,v2
5.219093254050677e+18,https://priem.mai.ru/base/programs/?mega=Компьютерные науки и прикладная математика&city=Москва,2024-09-06 13:20:59,v2
5.220275599429861e+18,https://priem.mai.ru/,2024-09-06 14:36:11,v2
5.220279527135248e+18,https://priem.mai.ru/,2024-09-06 14:36:26,v2
5.218520630769222e+18,https://priem.mai.ru/results/orders/2024.php,2024-09-06 12:44:36,v2
5.220045581925482e+18,https://priem.mai.ru/,2024-09-06 14:21:33,v2
5.220050378432971e+18,https://priem.mai.ru/,2024-09-06 14:21:51,v2
5.220057064529199e+18,https://priem.mai.ru/calendar/,2024-09-06 14:22:17,v2
5.220072221791486e+18,https://priem.mai.ru/news/item.php?id=181942,2024-09-06 14:23:15,v2
5.220076787683295e+18,https://priem.mai.ru/news/item.php?id=181942,2024-09-06 14:23:32,v2
5.220099065175081e+18,https://priem.mai.ru/news/item.php?id=181942,2024-09-06 14:24:57,v2
5.220099063182e+18,https://priem.mai.ru/news/item.php?id=181942,2024-09-06 14:24:57,v2
5.220099543094788e+18,https://priem.mai.ru/news/item.php?id=181942,2024-09-06 14:24:59,v2
5.220100445845586e+18,https://priem.mai.ru/news/item.php?id=181942,2024-09-06 14:25:02,v2
5.220105348023583e+18,form://priem.mai.ru/?i=212&n=priem_dod_9_4_22_IJ0HJ_0V_8C1hr&p=FA1AA2{AA,2024-09-06 14:25:21,v2
5.220105709761331e+18,https://priem.mai.ru/news/item.php?WEB_FORM_ID=212&RESULT_ID=246936&formresult=addok&id=181942&mobile=Y,2024-09-06 14:25:21,v2
5.220105358273937e+18,https://priem.mai.ru/news/item.php?id=181942,2024-09-06 14:25:21,v2
5.220105356645761e+18,https://priem.mai.ru/news/item.php?id=181942,2024-09-06 14:25:21,v2
5.220306998535389e+18,https://priem.mai.ru/preoder/,2024-09-06 14:38:10,v2
5.220311068723642e+18,https://priem.mai.ru/preoder/,2024-09-06 14:38:26,v2
5.220599474914853e+18,https://priem.mai.ru/news/item.php?id=181942,2024-09-06 14:56:46,v2
5.220670194607456e+18,"https://priem.mai.ru/base/programs/?level=Базовое высшее образование (4 года)&level=Базовое высшее образование (5,5 лет)&exams=Иностранный язык&exams=Математика&city=Москва",2024-09-06 15:01:16,v2
5.220698720422593e+18,"https://priem.mai.ru/base/programs/?level=Базовое высшее образование (4 года)&level=Базовое высшее образование (5,5 лет)&exams=Иностранный язык&exams=Математика&city=Москва",2024-09-06 15:03:05,v2
5.221488597819195e+18,https://priem.mai.ru/news/item.php?id=181830,2024-09-06 15:53:18,v2
5.221492589652607e+18,https://priem.mai.ru/news/item.php?id=181830,2024-09-06 15:53:33,v2
5.221803076181557e+18,https://priem.mai.ru/base/programs/informatika/,2024-09-06 16:13:17,v2
5.22180700641978e+18,https://priem.mai.ru/base/programs/informatika/,2024-09-06 16:13:32,v2
4.005508193635009e+18,https://priem.mai.ru/list/,2024-07-14 23:23:21,v2
4.005512166463505e+18,https://priem.mai.ru/list/,2024-07-14 23:23:36,v2
4.0059010255730775e+18,https://priem.mai.ru/base/programs/vychislitelnye-mashiny-kompleksy-sistemy-i-seti-304/,2024-07-14 23:48:19,v2
4.005904988431712e+18,https://priem.mai.ru/base/programs/vychislitelnye-mashiny-kompleksy-sistemy-i-seti-304/,2024-07-14 23:48:33,v2
4.0056382138951926e+18,https://priem.mai.ru/,2024-07-14 23:31:37,v2
4.005422115194667e+18,https://priem.mai.ru/,2024-07-14 23:17:52,v2
4.005425125353849e+18,https://priem.mai.ru/base/programs/,2024-07-14 23:18:04,v2
